V,S,R,G,W1,W2,W3,W4,W5,W6,W7,W8,D1,D2,D3,D4,D5,D6,D7,D8,WO1,WO2,WO3,WO4,WO5,WO6,WN1,WN2,WN3,WN4,WN5,WN6,IW1,IW2,IW3,IW4,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,ID1,ID2,ID3,ID4,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,HL1,HL2,A,CP,POL,MW,FLEX,FLEX_RB,NCC,DIFF,LOGP n-Oct,LOGP c-Hex,PSA,HSA,PSAR,PHSAR,LgD5,LgD6,LgD7,LgD7.5,LgD8,LgD9,LgD10,AUS7.4,%FU4,%FU5,%FU6,%FU7,%FU8,%FU9,%FU10,DRDRDR,DRDRAC,DRDRDO,DRACAC,DRACDO,DRDODO,ACACAC,ACACDO,ACDODO,DODODO,SOLY,LgS3,LgS4,LgS5,LgS6,LgS7,LgS7.5,LgS8,LgS9,LgS10,LgS11,PB,VD,CACO2,SKIN,LgBB,MetStab,HTSflag,L0LgS,L1LgS,L2LgS,L3LgS,L4LgS,DD1,DD2,DD3,DD4,DD5,DD6,DD7,DD8
-1.2791245153537485,-1.3930111847593074,-2.6624551916506736,-2.166350553837876,-1.2864106198998149,-0.7132009302800622,-0.4907596318840485,-0.2552728753355028,-0.16449479184652227,-0.13509232732172544,-0.14273759603699085,-0.25612686597033213,-2.303247933818116,-1.9283492418216723,-1.6585016260641976,-1.4332128716791785,-1.4394415753587275,-1.394900018939871,-1.2113293868809811,-1.0718314553873738,-0.42646644003189677,-0.26844898412834667,-0.28358949357252466,-0.20152100471615841,-0.23390871120303483,-0.1775946191557976,-0.5998320715902254,-0.35836949570794707,-0.2452130215156085,-0.2204426795113927,-0.2646329691436817,-0.4480707654221125,2.2239136784179694,0.8782522822235016,1.243851831445831,1.7341339785954515,5.095841517081686,4.738742326529445,4.037988277664122,3.997899952075273,3.9075411156366933,3.262678985106308,2.6585577354063767,0.46659004975368246,0.9024717429733098,0.3380592132558176,0.22585707558507612,-0.5578825816129257,-1.918010203602432,-0.8441657582760186,-0.12384111150223223,0.0537085441559788,-0.27838390439551297,-0.47409555747399906,-0.19658421138110552,-0.15042223645800668,0.4444852421377987,0.09522378076397303,-1.3084374490320112,-0.35964072358560917,-1.3105938012838758,-1.1438487355412479,-1.3526424018073981,-1.9551600371830589,-0.1032191028249158,1.677396830341402,-1.6304682092396616,-0.5241999269249659,-0.39036032695199313,-1.8383985675032586,2.0675890473715635,1.9621756547334934,-1.0002512220108875,-1.1128242897460756,-1.2081451228272702,-1.2706764719317003,-1.360459800582308,-1.6136479716089929,-1.8633601795228716,0.6477956694880856,1.3091645045896176,1.1782448659500664,1.0196793406290323,0.6939304936617116,-0.40413944394052975,-1.3225305682071293,-1.4145649214804144,-1.0396706867016074,-0.9762477489735669,-0.7873255682997627,-0.7434401029536313,-0.6751772948226551,-0.39433898062333117,-0.443379944144168,-0.44452256926387673,-0.27794042199459823,-0.22031641509521524,1.9236321590985723,0.716463510066824,0.9551647047697392,1.1720268250647887,1.3643672263870394,1.5240728212674275,1.603977663965291,1.7007607661705848,1.9151831691271306,2.0538896358323946,2.1007375858783326,-2.465464324607867,-1.3845827371947708,-0.29159753671521577,0.004883697275324908,0.2749541451253793,1.8650051837011068,-0.133731769253178,1.7127373360325064,1.0256353960803586,0.605343353099787,0.3941370986519786,-0.763472256271514,-1.138805195793762,-1.118588473158778,-1.1512329801951755,-1.1359996900781966,-1.1426240970021788,-1.136932505826336,-1.137039482161301,-1.0896530911366091
